physics_marks,math_marks,english_marks,total_score
48,50,98,196
65,92,43,200
88,35,63,186
92,43,85,220
75,62,58,195
32,53,54,139
94,80,95,269
37,31,69,137
80,44,44,168
35,64,61,160
68,65,49,182
89,68,82,239
57,33,96,186
83,93,78,254
66,35,96,197
38,86,30,154
85,59,68,212
88,96,90,274
31,44,84,159
90,46,98,234
87,47,31,165
89,48,46,183
69,98,58,225
65,53,33,151
66,77,93,236
47,59,72,178
92,44,41,177
51,76,79,206
40,73,97,210
87,56,90,233
86,93,80,259
33,70,34,137
36,97,57,190
90,34,39,163
83,82,81,246
97,37,46,180
30,51,94,175
84,36,50,170
32,51,83,166
67,75,78,220
30,59,51,140
67,45,98,210
58,34,93,185
34,96,65,195
50,52,50,152
96,90,85,271
76,34,77,187
64,52,47,163
97,54,44,195
98,37,73,208
30,50,74,154
97,31,65,193
41,51,69,161
89,97,80,266
56,93,59,208
85,48,55,188
52,82,60,194
54,81,85,220
50,76,90,216
90,83,46,219
92,73,53,218
81,36,33,150
54,30,38,122
84,92,31,207
75,68,64,207
61,48,67,176
84,60,74,218
34,53,44,131
65,98,71,234
78,94,32,204
87,62,60,209
68,88,81,237
90,62,70,222
38,61,86,185
35,88,71,194
64,70,82,216
68,41,85,194
51,40,82,173
70,48,61,179
34,83,83,200
71,86,66,223
96,71,37,204
59,60,40,159
86,81,83,250
58,31,89,178
66,67,39,172
42,61,99,202
61,39,71,171
75,37,66,178
52,49,87,188
74,49,88,211
46,38,53,137
95,44,57,196
35,92,66,193
47,50,50,147
51,34,62,147
62,64,31,157
59,97,57,213
61,77,44,182
71,91,30,192
39,64,57,160
65,99,79,243
63,50,64,177
57,68,57,182
40,63,38,141
68,44,53,165
76,35,92,203
48,95,33,176
44,85,85,214
57,78,70,205
53,30,96,179
38,94,77,209
76,57,87,220
62,49,68,179
91,77,54,222
48,94,89,231
96,80,76,252
69,72,90,231
76,78,56,210
94,54,71,219
58,70,81,209
79,93,77,249
42,90,61,193
30,41,53,124
63,98,32,193
77,43,56,176
77,63,69,209
78,77,52,207
93,90,36,219
90,64,66,220
58,94,36,188
68,88,51,207
55,65,46,166
46,48,48,142
42,71,68,181
98,98,65,261
55,48,44,147
78,68,92,238
96,98,58,252
36,81,89,206
87,41,85,213
78,76,69,223
82,65,45,192
94,92,62,248
91,80,45,216
46,72,59,177
72,63,95,230
54,78,73,205
32,47,67,146
58,90,80,228
61,86,89,236
55,34,47,136
45,53,34,132
54,93,69,216
83,88,35,206
57,67,41,165
85,62,41,188
94,39,51,184
70,66,78,214
80,40,79,199
58,53,33,144
48,50,79,177
95,49,32,176
70,39,45,154
74,76,43,193
44,76,93,213
32,44,70,146
40,73,97,210
82,91,88,261
75,35,31,141
59,95,39,193
86,33,55,174
47,52,33,132
80,42,57,179
77,60,31,168
95,45,95,235
37,70,45,152
51,30,86,167
35,41,52,128
86,85,52,223
65,79,50,194
86,49,54,189
78,95,87,260
74,65,66,205
95,67,78,240
74,51,44,169
49,90,57,196
93,79,96,268
96,88,33,217
32,49,76,157
83,65,79,227
93,44,89,226
69,91,91,251
88,32,96,216
84,34,72,190
91,85,87,263
33,60,81,174
89,64,98,251
59,99,75,233
31,55,54,140
91,30,54,175
78,36,64,178
38,65,90,193
60,54,44,158
90,88,64,242
77,90,58,225
54,58,67,179
65,47,98,210
37,70,53,160
87,48,48,183
74,33,75,182
91,94,78,263
68,70,73,211
87,44,55,186
93,83,54,230
73,93,64,230
58,44,65,167
88,79,43,210
38,51,85,174
35,47,35,117
58,31,61,150
87,65,55,207
46,49,44,139
45,45,78,168
32,96,85,213
50,59,66,175
93,84,82,259
65,95,87,247
91,55,65,211
71,86,40,197
71,98,56,225
90,31,31,152
42,85,51,178
40,91,95,226
83,63,46,192
45,85,33,163
37,84,43,164
88,49,36,173
86,79,45,210
69,54,95,218
88,54,48,190
31,82,30,143
39,43,60,142
73,89,33,195
40,72,87,199
31,91,85,207
79,98,82,259
41,92,72,205
52,31,78,161
47,83,89,219
91,45,45,181
91,84,89,264
67,72,76,215
96,90,44,230
67,67,92,226
96,74,57,227
90,80,49,219
30,71,92,193
74,53,62,189
57,59,65,181
50,66,42,158
42,82,91,215
56,92,97,245
36,40,52,128
51,52,42,145
82,79,69,230
33,84,59,176
52,84,54,190
99,33,55,187
62,83,53,198
57,90,68,215
37,34,90,161
30,47,78,155
66,73,70,209
92,60,99,251
51,50,49,150
99,76,73,248
50,59,45,154
64,84,50,198
34,97,44,175
89,98,68,255
75,70,71,216
79,74,90,243
77,59,33,169
35,74,53,162
85,74,32,191
88,74,30,192
58,84,42,184
47,88,83,218
31,34,69,134
37,61,40,138
83,35,71,189
67,55,33,155
77,66,54,197
56,42,65,163
49,98,93,240
41,54,73,168
72,42,69,183
90,49,74,213
60,89,37,186
90,50,64,204
96,90,73,259
64,55,47,166
44,83,76,203
45,71,54,170
42,40,70,152
64,66,34,164
88,40,93,221
50,56,91,197
83,63,32,178
59,67,66,192
77,90,70,237
64,82,49,195
67,94,96,257
60,32,69,161
53,96,37,186
78,57,34,169
61,43,54,158
84,81,68,233
87,59,66,212
32,87,34,153
98,83,37,218
39,98,33,170
54,44,70,168
97,67,89,253
90,43,83,216
58,86,51,195
48,88,48,184
72,37,97,206
95,48,62,205
90,61,51,202
72,58,94,224
54,70,40,164
49,74,45,168
77,42,97,216
53,56,73,182
40,48,38,126
84,55,91,230
57,82,44,183
98,80,35,213
92,66,30,188
88,38,49,175
34,81,65,180
80,83,31,194
50,32,99,181
41,98,31,170
79,37,32,148
33,43,36,112
71,32,93,196
67,53,70,190
54,42,83,179
43,72,70,185
61,58,34,153
40,80,92,212
90,71,30,191
47,60,54,161
56,92,75,223
84,55,44,183
83,47,98,228
50,86,46,182
73,36,50,159
34,77,82,193
70,89,84,243
88,62,39,189
83,32,86,201
51,33,94,178
94,33,66,193
93,71,36,200
33,38,69,140
94,80,79,253
44,46,30,120
51,46,49,146
76,49,60,185
75,43,97,215
43,51,41,135
79,81,51,211
49,56,30,135
79,72,30,181
62,32,32,126
88,37,50,175
72,39,42,153
41,58,90,189
69,69,42,180
49,94,62,205
67,50,35,152
32,53,54,139
57,89,52,198
85,55,55,195
42,38,33,113
95,49,64,208
66,85,54,205
78,65,49,192
95,65,30,190
65,51,97,213
83,30,52,165
55,98,51,204
69,66,91,226
72,42,30,144
51,72,88,211
49,66,97,212
37,54,48,139
58,50,59,167
69,70,30,169
59,71,77,207
84,71,48,203
45,31,81,157
75,97,51,223
91,37,79,207
36,90,95,221
74,43,35,152
88,50,93,231
85,53,50,188
77,79,48,204
56,74,66,196
82,93,92,267
64,93,58,215
80,55,89,224
66,61,63,190
86,86,30,202
37,82,77,196
49,62,50,161
82,81,63,226
41,47,55,143
78,64,65,207
46,41,52,139
93,80,76,249
71,39,73,183
58,81,49,188
48,63,56,167
40,96,90,226
79,68,66,213
87,37,81,205
63,58,91,212
49,51,95,195
79,99,53,231
39,90,41,170
61,72,45,178
81,78,65,224
44,58,31,133
32,60,91,183
66,82,93,241
69,63,58,190
69,67,60,196
85,86,44,215
52,33,84,169
40,31,62,133
93,41,81,215
37,64,49,150
85,99,67,251
89,50,32,171
39,90,83,212
68,64,95,227
57,77,47,181
78,44,36,158
65,44,64,173
42,35,89,166
65,97,53,215
55,51,68,174
33,61,41,135
93,51,82,226
67,56,93,216
51,44,33,128
31,73,34,138
60,38,45,143
40,63,56,159
75,44,33,152
91,91,77,259
98,74,37,209
93,87,75,255
39,48,73,160
69,45,96,210
53,37,81,171
73,62,63,198
89,47,91,227
91,64,50,205
46,72,53,171
94,79,73,246
86,32,70,188
84,88,58,230
82,57,35,174
85,75,85,245
38,93,43,174
51,99,79,229
42,76,81,199
77,43,30,150
47,36,41,124
69,60,53,182
46,80,66,192
44,58,99,201
44,44,32,120
92,54,56,202
68,90,82,240
42,70,46,158
61,98,44,203
38,33,68,139
69,86,33,188
49,60,46,155
92,32,40,164
73,96,41,210
67,79,61,207
89,46,56,191
77,89,73,239
47,95,72,214
45,53,78,176
84,61,72,217
68,48,32,148
97,95,58,250
88,89,64,241
91,95,77,263
42,44,68,154
35,64,53,152
89,98,49,236
43,56,44,143
83,36,47,166
33,35,89,157
68,62,70,200
54,87,98,239
61,78,40,179
88,46,85,219
92,71,47,210
67,69,41,177
82,75,45,202
96,99,56,251
57,97,46,200
32,30,60,122
51,81,64,196
67,64,56,187
91,98,61,250
86,34,46,166
35,46,40,121
61,82,30,173
39,81,78,198
32,43,70,145
88,58,49,195
78,37,66,181
88,30,45,163
60,58,68,186
98,65,74,237
91,80,93,264
81,66,76,223
70,98,52,220
60,82,61,203
51,81,78,210
33,41,48,122
42,81,96,219
74,30,68,172
71,36,89,196
78,46,40,164
49,72,78,199
83,46,44,173
65,88,90,243
30,32,72,134
44,58,44,146
46,51,34,131
53,67,58,178
87,83,91,261
52,79,89,220
75,98,98,271
37,59,51,147
88,52,42,182
88,76,79,243
42,50,76,168
68,49,58,175
57,52,46,155
90,97,49,236
45,50,35,130
31,50,51,132
46,30,38,114
59,44,61,164
42,46,62,150
42,80,99,221
72,92,78,242
50,43,59,152
84,88,45,217
69,79,94,242
44,63,43,150
81,35,85,201
82,78,66,226
81,35,78,194
59,98,79,236
62,36,65,163
86,80,81,247
81,30,52,163
38,42,95,175
83,72,74,229
30,56,57,143
73,32,49,154
38,87,78,203
61,46,86,193
44,74,88,206
41,87,55,183
86,85,48,219
37,83,42,162
56,58,91,205
91,83,43,217
41,56,40,137
94,74,96,264
71,60,41,172
91,65,64,220
40,90,68,198
72,66,61,199
46,96,43,185
61,65,94,220
69,34,56,159
52,75,89,216
85,81,72,238
35,78,94,207
79,35,84,198
66,39,64,169
93,52,61,206
83,46,48,177
78,73,68,219
40,70,49,159
78,44,57,179
50,73,32,155
95,87,61,243
92,79,87,258
57,81,83,221
46,99,71,216
35,97,44,176
48,92,91,231
85,87,60,232
57,52,90,199
95,73,55,223
67,73,98,238
66,81,86,233
97,96,49,242
78,57,95,230
72,96,50,218
65,47,89,201
87,56,92,235
42,80,80,202
81,89,68,238
87,78,40,205
61,44,86,191
89,97,32,218
87,44,66,197
85,80,54,219
57,77,50,184
30,30,71,131
71,36,30,137
77,82,52,211
69,60,53,182
92,47,76,215
33,41,36,110
67,77,67,211
56,59,76,191
38,36,64,138
45,32,91,168
85,92,32,209
60,35,49,144
43,44,73,160
54,72,61,187
63,47,55,165
96,51,77,224
53,90,34,177
55,90,88,233
49,82,90,221
93,55,78,226
39,69,59,167
96,37,46,179
53,50,99,202
34,72,87,193
96,50,92,238
87,32,90,209
56,60,92,208
44,56,44,144
64,56,30,150
82,86,42,210
73,62,77,212
55,73,63,191
76,72,59,207
63,60,48,171
79,94,93,266
41,46,95,182
33,44,86,163
77,63,73,213
84,33,41,158
30,57,69,156
95,31,53,179
59,46,40,145
32,87,95,214
50,38,30,118
78,60,87,225
91,95,57,243
67,91,97,255
44,48,88,180
81,84,51,216
75,57,58,190
54,79,98,231
50,94,74,218
34,32,99,165
99,81,46,226
76,39,68,183
97,50,69,216
47,66,57,170
50,44,31,125
52,38,56,146
93,73,50,216
96,68,36,200
69,34,90,193
39,54,81,174
81,85,77,243
90,93,48,231
93,81,41,215
34,38,31,103
82,39,46,167
84,39,32,155
66,91,50,207
85,89,80,254
88,48,39,175
98,67,84,249
88,35,65,188
31,44,80,155
94,76,46,216
89,74,90,253
80,34,42,156
59,82,94,235
40,95,77,212
68,91,99,258
92,52,76,220
93,73,39,205
90,81,86,257
83,75,42,200
87,48,90,225
85,76,87,248
63,81,97,241
60,53,58,171
81,46,45,172
30,75,92,197
84,93,76,253
51,57,72,180
69,79,52,200
30,93,59,182
94,57,86,237
92,85,59,236
83,88,96,267
71,34,85,190
50,83,53,186
51,73,37,161
67,71,73,211
37,86,63,186
91,76,64,231
76,54,79,209
46,73,46,165
46,44,31,121
42,80,83,205
46,82,73,201
67,63,78,208
74,37,31,142
35,99,99,233
64,50,38,152
43,36,30,109
90,85,98,273
44,78,38,160
83,71,43,197
56,52,56,164
42,81,38,161
60,82,65,207
64,45,32,141
89,66,52,207
35,47,59,141
98,49,48,195
87,75,96,258
78,31,79,188
52,92,77,221
63,32,32,127
55,75,95,225
76,78,56,210
34,30,69,133
49,51,47,147
35,43,56,134
99,74,40,213
88,35,68,191
93,94,48,235
47,50,36,133
33,33,86,152
46,32,31,109
43,59,67,169
42,60,34,136
36,63,65,164
73,49,97,219
44,83,86,213
48,54,49,151
92,44,34,170
64,67,53,184
64,52,59,175
48,81,57,186
49,95,82,226
64,86,80,230
61,86,36,183
77,81,71,229
73,64,64,201
53,43,63,159
90,43,83,216
46,62,58,166
79,81,39,199
94,30,56,180
61,63,42,166
65,48,71,184
42,53,66,161
99,33,90,222
87,65,50,202
43,87,32,162
66,61,37,164
97,38,99,234
69,96,46,211
88,49,39,176
45,91,42,178
91,87,41,219
33,51,95,179
74,96,52,222
57,77,94,228
95,37,81,213
60,44,90,194
32,61,55,148
37,82,44,163
53,96,51,200
44,33,94,171
72,59,55,186
60,42,50,152
74,50,53,177
95,70,45,210
37,48,61,146
86,77,45,208
59,92,71,222
47,49,61,157
98,93,79,270
68,66,70,204
89,60,53,202
72,47,42,161
74,49,39,162
52,40,71,163
98,73,70,241
35,93,32,160
85,63,84,232
33,94,45,172
52,84,73,209
35,30,59,124
61,67,66,194
47,38,89,174
44,46,53,143
69,81,55,205
35,47,87,169
92,92,38,222
96,62,90,248
40,33,48,121
72,81,57,210
46,38,36,120
33,93,74,200
92,59,92,243
97,37,66,200
70,34,45,149
34,92,34,160
61,30,58,149
99,44,81,224
64,67,52,183
51,71,35,157
94,75,65,234
51,82,86,219
40,55,62,157
32,90,78,200
38,96,70,204
89,83,84,256
43,51,55,149
47,55,66,168
52,89,46,187
76,68,61,205
98,65,57,220
76,50,54,180
59,70,76,205
54,77,51,182
57,55,90,202
54,92,73,219
87,65,49,201
70,53,79,202
54,50,76,180
77,47,76,200
39,44,80,163
40,35,84,159
50,72,68,190
74,60,43,177
36,57,98,191
93,37,76,206
93,58,50,201
31,50,44,125
71,87,30,188
83,89,39,211
45,79,52,176
47,60,47,154
88,76,87,251
45,63,81,189
35,31,75,141
86,96,42,224
76,81,46,203
77,36,96,209
71,48,90,209
89,44,94,227
33,77,82,192
31,43,34,108
88,32,61,181
56,79,74,209
56,83,85,224
36,35,34,105
92,78,63,233
75,52,90,217
92,49,91,232
41,89,98,228
42,74,92,208
72,90,73,235
46,85,57,188
92,31,99,222
65,74,42,181
37,69,72,178
98,53,59,210
65,58,55,178
57,96,92,245
76,97,86,259
59,95,93,247
52,83,78,213
45,82,81,208
43,78,92,213
81,61,42,184
66,90,74,230
58,71,75,204
96,30,70,196
44,92,75,211
76,64,30,170
75,80,97,252
81,74,41,196
48,94,64,206
50,43,62,155
93,32,87,212
66,53,64,183
56,94,75,225
84,77,95,256
58,39,73,170
49,42,55,146
54,43,71,168
99,39,59,197
92,69,61,222
65,52,65,182
31,84,48,163
51,92,51,194
45,71,94,210
47,95,86,228
98,76,40,214
83,81,55,219
59,47,77,183
74,47,48,169
48,53,41,142
63,52,96,211
42,41,85,168
72,52,47,171
91,50,34,175
51,93,53,197
81,63,67,211
81,31,96,208
65,98,99,262
48,60,81,189
67,97,68,232
99,99,88,286
86,48,55,189
49,42,94,185
38,94,77,209
61,35,82,178
33,56,38,127
79,81,34,194
34,77,90,201
49,97,50,196
66,73,92,231
51,46,49,146
87,67,87,241
97,39,74,210
73,83,51,207
63,35,92,190
71,35,59,165
38,81,92,211
36,44,73,153
97,97,96,290
48,86,87,221
60,85,94,239
64,36,65,165
86,80,35,201
90,87,66,243
60,93,84,237
82,55,88,225
61,87,67,215
95,60,54,209
88,95,62,245
39,42,42,123
31,47,67,145
95,42,87,224
89,53,49,191
46,86,46,178
45,58,53,156
45,85,55,185
75,83,69,227
68,34,61,163
60,64,66,190
30,48,89,167
40,84,86,210
33,98,87,218
55,73,96,224
79,67,51,197
41,91,87,219
94,51,78,223
76,69,78,223
82,55,71,208
31,34,69,134
53,83,75,211
33,78,51,162
48,32,50,130
55,67,80,202
69,43,43,155
79,76,38,193
72,43,47,162
96,67,42,205
41,93,46,180
96,73,54,223
56,99,83,238
83,94,45,222
95,54,53,202
78,45,52,175
45,44,70,159
31,32,62,125
89,96,71,256
83,66,77,226
59,84,47,190
67,67,92,226
57,92,40,189
54,30,53,137
39,48,90,177
89,81,93,263
71,59,65,195
69,84,82,235
71,43,76,190
76,42,81,199
66,56,86,208
51,38,52,141
86,70,88,244
56,77,98,231
70,41,85,196
63,39,71,173
61,35,47,143
95,63,62,220
41,81,32,154
69,70,57,196
39,35,30,104
77,31,92,200
49,44,76,169
68,46,66,180
89,45,77,211
95,57,48,200
94,39,43,176
80,39,96,215
65,39,94,198
53,57,55,165
56,53,39,148
31,48,99,178
60,97,72,229
86,85,99,270
95,96,88,279
58,71,32,161
44,41,34,119
41,47,66,154
57,52,81,190
53,35,95,183
50,82,92,224
39,71,36,146
47,95,82,224
43,59,35,137
63,38,36,137
87,71,73,231
51,63,47,161
99,69,83,251
65,46,58,169
74,58,54,186
65,79,92,236
51,78,97,226
90,90,42,222
85,75,61,221
62,75,56,193
74,46,80,200
65,95,63,223
49,34,57,140
47,83,59,189
67,45,38,150
96,36,42,174
52,37,93,182
45,67,67,179
88,83,51,222
98,44,60,202
97,79,71,247
50,85,91,226
99,38,93,230
41,37,38,116
45,48,73,166
43,80,92,215
90,86,69,245
75,97,70,242
61,60,79,200
44,32,49,125
73,72,99,244
46,58,71,175
70,39,62,171
83,41,92,216
73,75,86,234
34,59,94,187
56,61,81,198
72,76,35,183
60,92,36,188
46,55,38,139
83,32,90,205
91,52,63,206
61,79,64,204
69,65,49,183
42,42,87,171
64,58,89,211
34,67,83,184
58,34,64,156
99,49,76,224
54,43,75,172
51,37,33,121
95,77,39,211
74,42,69,185
98,53,84,235
30,94,69,193
73,63,52,188
68,80,44,192
83,32,34,149
58,87,69,214
83,84,47,214
45,71,50,166
49,50,32,131
75,39,75,189
96,86,82,264
94,54,49,197
87,85,88,260
82,67,50,199
30,90,80,200
95,76,54,225
58,83,97,238
99,75,39,213
37,97,96,230
58,33,38,129
80,95,58,233
62,72,66,200
32,91,67,190
89,33,88,210
64,94,86,244
98,91,89,278
49,31,57,137
68,38,57,163
33,86,75,194
48,74,96,218
74,47,84,205
72,77,67,216
42,71,47,160
42,70,92,204
89,87,34,210
86,71,73,230
81,64,58,203
82,67,43,192
72,96,87,255
71,70,73,214
55,79,47,181
52,74,36,162
72,48,91,211
57,46,74,177
38,94,45,177
49,85,93,227
85,70,66,221
68,71,54,193
80,35,38,153
41,98,84,223
84,69,57,210
40,70,38,148
55,38,41,134
71,37,47,155
56,73,85,214
40,87,87,214
67,96,80,243
72,42,61,175
48,48,77,173
93,78,37,208
35,59,59,153
75,95,55,225
71,88,53,212
94,82,56,232
88,81,68,237
81,60,95,236
76,44,80,200
36,49,79,164
40,34,74,148
90,36,62,188
97,47,48,192
54,85,42,181
41,74,51,166
55,57,49,161
41,79,34,154
72,31,61,164
80,97,59,236
66,53,55,174
75,77,33,185
82,74,96,252
42,87,72,201
83,65,59,207
86,31,45,162
33,47,68,148
78,78,70,226
36,37,60,133
40,87,78,205
83,44,42,169
74,46,70,190
52,52,57,161
57,95,93,245
86,99,48,233
55,56,54,165
54,66,67,187
83,78,32,193
58,93,31,182
65,63,34,162
43,47,90,180
64,93,49,206
59,73,67,199
46,46,65,157
96,88,75,259
59,42,66,167
74,81,83,238
80,89,50,219
76,71,50,197
82,93,99,274
93,95,89,277
67,63,65,195
93,93,40,226
36,62,60,158
51,41,66,158
70,48,89,207
39,38,90,167
86,46,96,228
36,79,58,173
79,68,96,243
81,70,96,247
62,39,45,146
30,41,74,145
82,44,63,189
89,57,73,219
63,33,71,167
33,65,64,162
46,94,59,199
33,76,82,191
72,68,87,227
33,67,57,157
30,73,44,147
79,80,67,226
90,55,79,224
64,65,42,171
37,98,64,199
53,30,53,136
65,82,94,241
79,35,47,161
72,66,87,225
56,31,55,142
61,98,58,217
47,70,73,190
57,80,34,171
58,76,62,196
45,42,34,121
76,98,65,239
88,95,42,225
60,88,54,202
33,97,87,217
66,88,31,185
46,39,65,150
68,42,54,164
77,31,63,171
75,44,41,160
77,75,48,200
68,86,66,220
33,39,30,102
59,51,89,199
59,37,96,192
51,50,78,179
95,51,75,221
41,74,77,192
65,69,97,231
47,51,48,146
82,59,69,210
30,91,35,156
87,74,92,253
35,64,64,163
99,71,90,260
73,34,34,141
53,56,66,175
48,99,40,187
47,91,69,207
59,61,94,214
71,37,37,145
62,47,40,149
41,44,87,172
56,55,77,188
68,82,42,192
38,73,89,200
50,61,78,189
58,57,96,211
62,68,36,166
91,61,54,206
44,47,52,143
31,99,80,210
81,40,76,197
73,61,34,168
83,49,42,174
47,69,71,187
32,37,34,103
36,64,52,152
72,98,91,261
67,50,30,147
66,53,83,202
87,46,32,165
62,47,93,202
88,41,80,209
40,45,31,116
97,33,78,208
97,63,60,220
51,75,32,158
95,60,64,219
73,54,65,192
35,53,93,181
71,94,61,226
54,54,47,155
86,57,63,206
84,65,85,234
45,35,96,176
43,95,82,220
68,96,96,260
57,77,95,229
80,99,93,272
78,96,96,270
38,77,68,183
87,94,67,248
74,73,69,216
51,92,48,191
61,75,34,170
98,48,98,244
98,93,43,234
71,79,78,228
82,92,93,267
88,70,86,244
68,36,64,168
44,38,34,116
58,33,68,159
32,78,53,163
39,35,69,143
58,50,79,187
64,44,87,195
35,96,30,161
41,95,72,208
67,85,68,220
48,97,39,184
96,61,31,188
37,95,92,224
37,58,45,140
76,95,66,237
33,63,45,141
80,56,56,192
96,89,92,277
74,68,93,235
37,73,61,171
45,65,38,148
96,48,40,184
38,74,99,211
89,50,59,198
44,52,44,140
70,56,88,214
51,48,77,176
53,70,89,212
73,55,97,225
30,57,86,173
39,93,93,225
85,97,83,265
79,80,83,242
41,77,88,206
89,39,68,196
55,68,44,167
70,48,57,175
65,93,65,223
52,48,83,183
72,91,46,209
35,42,51,128
98,54,65,217
72,71,58,201
54,68,84,206
47,59,71,177
91,34,61,186
42,47,43,132
72,50,47,169
57,79,67,203
47,35,63,145
88,79,74,241
89,95,61,245
92,30,96,218
86,86,92,264
80,59,84,223
85,87,72,244
56,81,51,188
61,66,97,224
38,77,58,173
97,30,69,196
75,48,74,197
96,75,39,210
55,96,74,225
37,31,46,114
35,85,31,151
53,46,46,145
77,51,67,195
74,56,66,196
42,84,92,218
98,61,34,193
54,89,54,197
49,57,51,157
95,57,92,244
74,54,64,192
76,55,84,215
92,46,49,187
84,36,34,154
48,85,68,201
64,93,92,249
82,49,61,192
55,67,92,214
43,87,69,199
74,45,46,165
73,80,61,214
94,56,52,202
80,80,89,249
72,45,85,202
52,89,38,179
85,69,98,252
48,96,91,235
84,31,93,208
89,77,51,217
88,81,61,230
62,53,76,191
48,31,31,110
57,94,81,232
81,49,43,173
78,63,66,207
66,70,56,192
55,70,53,178
69,52,93,214
67,67,99,233
83,73,55,211
51,96,83,230
45,91,44,180
57,41,58,156
64,59,57,180
89,94,88,271
74,70,50,194
75,49,39,163
84,35,33,152
55,33,91,179
54,39,33,126
94,80,35,209
35,67,45,147
52,30,67,149
93,37,78,208
72,92,90,254
52,62,94,208
59,44,79,182
47,60,46,153
50,50,57,157
86,32,73,191
52,95,41,188
74,64,99,237
73,70,32,175
76,88,78,242
69,45,50,164
80,85,37,202
71,74,93,238
36,88,88,212
79,79,59,217
77,41,61,179
35,41,49,125
38,62,45,145
86,78,54,218
60,50,89,199
50,89,74,213
69,81,38,188
74,83,80,237
78,68,90,236
49,78,69,196
46,93,90,229
57,55,96,208
70,36,44,150
95,91,82,268
54,53,33,140
87,69,52,208
70,76,56,202
35,37,66,138
67,83,72,222
35,38,66,139
74,32,58,164
43,83,58,184
95,50,78,223
69,77,80,226
32,76,79,187
53,97,57,207
48,92,34,174
47,45,85,177
93,34,93,220
64,40,46,150
91,58,84,233
30,99,38,167
54,77,97,228
74,44,45,163
78,63,45,186
45,89,42,176
48,91,92,231
52,31,70,153
54,48,82,184
45,78,97,220
83,57,38,178
30,77,80,187
71,66,77,214
48,78,78,204
63,77,47,187
84,58,39,181
47,89,83,219
63,58,44,165
74,87,40,201
35,77,69,181
50,52,76,178
99,56,49,204
77,36,51,164
68,78,77,223
60,83,45,188
39,97,34,170
59,71,94,224
47,88,50,185
89,73,90,252
44,55,84,183
33,52,53,138
92,37,52,181
69,82,40,191
38,43,76,157
38,36,31,105
55,38,99,192
33,32,82,147
45,46,40,131
44,73,44,161
81,75,41,197
98,87,65,250
34,57,52,143
49,43,56,148
47,38,43,128
31,55,83,169
42,31,56,129
33,63,50,146
71,48,78,197
90,68,91,249
37,42,73,152
96,34,73,203
92,79,90,261
38,52,71,161
40,58,52,150
71,55,30,156
42,86,65,193
65,30,84,179
42,57,45,144
41,91,47,179
66,76,67,209
81,88,96,265
31,60,49,140
85,99,48,232
89,78,42,209
52,34,46,132
69,60,59,188
93,66,72,231
52,44,77,173
58,81,72,211
80,98,95,273
98,40,82,220
60,72,63,195
79,99,42,220
49,52,85,186
84,69,88,241
31,92,61,184
54,31,83,168
42,76,31,149
99,59,66,224
96,45,62,203
87,88,30,205
93,76,57,226
98,59,46,203
88,38,86,212
89,94,99,282
91,88,81,260
45,93,73,211
97,37,76,210
44,81,42,167
84,47,59,190
64,87,95,246
84,78,82,244
43,61,47,151
78,77,57,212
36,74,33,143
59,83,71,213
78,75,35,188
45,60,38,143
80,66,49,195
71,45,67,183
46,75,97,218
92,75,79,246
74,90,89,253
36,75,42,153
56,80,71,207
39,91,97,227
63,64,54,181
65,71,60,196
54,74,41,169
35,97,93,225
53,76,90,219
47,59,82,188
35,53,55,143
58,95,90,243
54,72,39,165
84,63,41,188
75,52,51,178
53,90,82,225
55,66,50,171
57,42,64,163
32,36,56,124
67,71,89,227
90,67,76,233
80,81,95,256
77,73,44,194
50,93,53,196
83,42,39,164
85,57,53,195
88,30,86,204
80,72,63,215
49,71,70,190
88,79,69,236
38,89,40,167
30,30,30,90
58,80,59,197
92,45,72,209
85,68,55,208
97,44,82,223
64,62,76,202
32,82,38,152
36,46,38,120
56,35,30,121
30,60,73,163
73,98,88,259
70,69,85,224
71,59,80,210
62,98,45,205
79,36,67,182
92,42,40,174
66,33,54,153
88,79,88,255
77,32,58,167
34,41,69,144
77,94,37,208
32,56,35,123
76,79,74,229
91,46,82,219
43,61,50,154
92,80,86,258
90,46,35,171
60,63,92,215
46,64,35,145
53,53,82,188
52,83,33,168
79,47,38,164
99,79,98,276
56,75,33,164
44,77,87,208
79,62,66,207
65,56,35,156
37,30,80,147
32,88,79,199
91,39,43,173
76,54,40,170
90,86,39,215
61,95,90,246
42,44,42,128
30,57,63,150
63,42,89,194
91,43,80,214
60,95,34,189
93,63,61,217
54,54,41,149
67,83,81,231
43,41,42,126
37,38,83,158
83,60,83,226
31,82,70,183
85,72,77,234
90,67,80,237
51,71,76,198
64,77,79,220
45,96,75,216
79,95,67,241
72,45,42,159
46,45,51,142
87,60,31,178
31,87,42,160
33,57,86,176
68,33,63,164
35,39,48,122
98,80,38,216
98,47,62,207
49,76,56,181
93,61,74,228
45,59,31,135
80,65,86,231
66,38,86,190
98,65,45,208
71,58,35,164
86,45,43,174
95,50,56,201
38,93,67,198
93,95,48,236
51,88,66,205
63,57,33,153
84,84,87,255
58,60,38,156
67,62,69,198
47,89,44,180
94,70,33,197
30,75,81,186
33,78,47,158
33,94,82,209
56,71,88,215
72,52,83,207
88,56,70,214
61,61,89,211
62,32,33,127
57,89,68,214
84,46,36,166
89,61,52,202
99,36,92,227
91,98,94,283
63,87,70,220
85,69,73,227
